"ID","Handle","Command","Title","Body HTML","Vendor","Type","Tags","Tags Command","Created At","Updated At","Status","Published","Published At","Published Scope","Template Suffix","Gift Card","URL","Total Inventory Qty","Row #","Top Row","Category: ID","Category: Name","Category","Custom Collections","Smart Collections","Image Type","Image Src","Image Command","Image Position","Image Width","Image Height","Image Alt Text","Variant Inventory Item ID","Variant ID","Variant Command","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant Position","Variant SKU","Variant Barcode","Variant Image","Variant Weight","Variant Weight Unit","Variant Price","Variant Compare At Price","Variant Taxable","Variant Tax Code","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Requires Shipping","Variant Shipping Profile","Variant Inventory Qty","Variant Inventory Adjust","Variant Cost","Variant HS Code","Variant Country of Origin","Variant Province of Origin","Inventory Available: Unit 106, 2455 192nd Street","Inventory Available Adjust: Unit 106, 2455 192nd Street","Inventory On Hand: Unit 106, 2455 192nd Street","Inventory On Hand Adjust: Unit 106, 2455 192nd Street","Inventory Committed: Unit 106, 2455 192nd Street","Inventory Reserved: Unit 106, 2455 192nd Street","Inventory Damaged: Unit 106, 2455 192nd Street","Inventory Damaged Adjust: Unit 106, 2455 192nd Street","Inventory Safety Stock: Unit 106, 2455 192nd Street","Inventory Safety Stock Adjust: Unit 106, 2455 192nd Street","Inventory Quality Control: Unit 106, 2455 192nd Street","Inventory Quality Control Adjust: Unit 106, 2455 192nd Street","Inventory Incoming: Unit 106, 2455 192nd Street","Included / Canada","Price / Canada","Compare At Price / Canada","Included / United States","Price / United States","Compare At Price / United States","Metafield: title_tag [string]","Metafield: description_tag [string]","Metafield: shopify--discovery--product_search_boost.queries [list.single_line_text_field]","Metafield: shopify--discovery--product_recommendation.related_products [list.product_reference]","Metafield: shopify--discovery--product_recommendation.related_products_display [single_line_text_field]","Metafield: shopify--discovery--product_recommendation.complementary_products [list.product_reference]","Metafield: reviews.rating [rating]","Metafield: reviews.rating_count [number_integer]","Metafield: mm-google-shopping.custom_product [boolean]","Metafield: shopify.dietary-preferences [list.metaobject_reference]","Metafield: shopify.flavor [list.metaobject_reference]","Metafield: shopify.tea-input-type [list.metaobject_reference]","Variant Metafield: mm-google-shopping.custom_label_4 [single_line_text_field]","Variant Metafield: mm-google-shopping.custom_label_3 [single_line_text_field]","Variant Metafield: mm-google-shopping.custom_label_2 [single_line_text_field]","Variant Metafield: mm-google-shopping.custom_label_1 [single_line_text_field]","Variant Metafield: mm-google-shopping.custom_label_0 [single_line_text_field]","Variant Metafield: mm-google-shopping.size_system [single_line_text_field]","Variant Metafield: mm-google-shopping.size_type [single_line_text_field]","Variant Metafield: mm-google-shopping.mpn [single_line_text_field]","Variant Metafield: mm-google-shopping.gender [single_line_text_field]","Variant Metafield: mm-google-shopping.condition [single_line_text_field]","Variant Metafield: mm-google-shopping.age_group [single_line_text_field]","Metafield: mc-facebook.google_product_category [string]","Metafield: spr.reviews [multi_line_text_field]","Metafield: subscription_plus.sp_plus_customer_tags [string]","Metafield: subscription_plus.sp_plus_convertible_product_id [json]"
"6127716630703","chocolate-kisses-black-tea","MERGE","Chocolate Kisses Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Antioxidant Rich, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_India","REPLACE","2020-12-01 05:33:58 -0800","2025-09-25 10:30:44 -0700","Active","true","2020-12-01 05:33:57 -0800","web","","false","https://divineingredients.com/products/chocolate-kisses-black-tea","-5","235","","","","","black-tea, tea","best-seller-internal-use","","","","","","","","47496435990703","45460583481519","MERGE","Weight","250g","","","","","2","BT.Cocoaes.250","","","250.0","g","31.25","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716630703","chocolate-kisses-black-tea","MERGE","Chocolate Kisses Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Antioxidant Rich, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_India","REPLACE","2020-12-01 05:33:58 -0800","2025-09-25 10:30:44 -0700","Active","true","2020-12-01 05:33:57 -0800","web","","false","https://divineingredients.com/products/chocolate-kisses-black-tea","-5","236","","","","","black-tea, tea","best-seller-internal-use","","","","","","","","47496436023471","45460583514287","MERGE","Weight","500g","","","","","3","BT.Cocoaes.500","","","500.0","g","52.08","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716630703","chocolate-kisses-black-tea","MERGE","Chocolate Kisses Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Antioxidant Rich, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_India","REPLACE","2020-12-01 05:33:58 -0800","2025-09-25 10:30:44 -0700","Active","true","2020-12-01 05:33:57 -0800","web","","false","https://divineingredients.com/products/chocolate-kisses-black-tea","-5","237","","","","","black-tea, tea","best-seller-internal-use","","","","","","","","47496436056239","45460583547055","MERGE","Weight","1kg","","","","","4","BT.Cocoaes.1","","","1000.0","g","89.29","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716630703","chocolate-kisses-black-tea","MERGE","Chocolate Kisses Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Antioxidant Rich, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_India","REPLACE","2020-12-01 05:33:58 -0800","2025-09-25 10:30:44 -0700","Active","true","2020-12-01 05:33:57 -0800","web","","false","https://divineingredients.com/products/chocolate-kisses-black-tea","-5","238","","","","","black-tea, tea","best-seller-internal-use","","","","","","","","47496436089007","45460583579823","MERGE","Weight","5kg","","","","","5","BT.Cocoaes.5","","","5000.0","g","390.63","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716630703","chocolate-kisses-black-tea","MERGE","Chocolate Kisses Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Antioxidant Rich, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_India","REPLACE","2020-12-01 05:33:58 -0800","2025-09-25 10:30:44 -0700","Active","true","2020-12-01 05:33:57 -0800","web","","false","https://divineingredients.com/products/chocolate-kisses-black-tea","-5","239","","","","","black-tea, tea","best-seller-internal-use","","","","","","","","47496436121775","45460583612591","MERGE","Weight","25kg","","","","","6","BT.Cocoaes.25","","","25000.0","g","1736.11","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716696239","chocolate-mint-black-tea","MERGE","Chocolate Mint Black Tea","<p>Elevate your tea routine with this indulgent fusion of smooth Organic Ceylon leaves, rich cocoa shells, and refreshing peppermint. Each sip balances a sweet chocolate aroma with a brisk, minty finish—perfect for tea lovers and chocoholics alike. Subtle floral notes round out the blend, making it a delightful choice any time of day.</p>
<p><strong>Taste Notes</strong></p>
<ul>
<li>Chocolate</li>
<li>Minty</li>
<li>Sweet</li>
</ul>
<p><strong>Ingredients</strong></p>
<ul>
<li>Organic Ceylon Black Tea</li>
<li>Organic Cocoa Shells</li>
<li>Organic Peppermint</li>
</ul>
<p><strong>How to Use</strong></p>
<ul>
<li>1 tablespoon of loose-leaf tea per cup</li>
<li>Water Temperature: 212°F</li>
<li>Infuse for 5–6 minutes</li>
</ul>
<p><strong>The Divine Difference</strong><br>
Every batch is independently lab-tested for purity, potency, and safety. USDA Organic &amp; CCOF Certified. No synthetic additives, artificial colors, preservatives, fillers, or GMOs — ever.</p>","Divine Organic Ingredients","Black Tea","Benefit_Digestive Health, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Floral, Flavor_Minty, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Loose Leaf, Origin_Sri Lanka","REPLACE","2020-12-01 05:34:00 -0800","2025-09-25 10:30:53 -0700","Active","true","2020-12-01 05:33:59 -0800","web","","false","https://divineingredients.com/products/chocolate-mint-black-tea","-6","240","true","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","best-seller-internal-use","IMAGE","https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BT.Cocoant1.jpg?v=1750439461","MERGE","1","1024","683","Chocolate Mint Black Tea","39852556943535","37759405129903","MERGE","Weight","100g","","","","","1","BT.Cocoant.100","","","100.0","g","15.63","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","true","","","true","","","Chocolate Mint Tea | Chocolate Peppermint Tea | Divine Ingredients","Discover a decadent twist on black tea—our Chocolate Mint blend combines Organic Ceylon leaves, cocoa shells, and peppermint for a smooth, sweet sip.","","","","","","","","","","","","","","","","","","","","","","422","","",""
"6127716696239","chocolate-mint-black-tea","MERGE","Chocolate Mint Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Digestive Health, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Floral, Flavor_Minty, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Loose Leaf, Origin_Sri Lanka","REPLACE","2020-12-01 05:34:00 -0800","2025-09-25 10:30:53 -0700","Active","true","2020-12-01 05:33:59 -0800","web","","false","https://divineingredients.com/products/chocolate-mint-black-tea","-6","241","","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","best-seller-internal-use","","","","","","","","47496435794095","45460583284911","MERGE","Weight","250g","","","","","2","BT.Cocoant.250","","","250.0","g","31.25","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716696239","chocolate-mint-black-tea","MERGE","Chocolate Mint Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Digestive Health, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Floral, Flavor_Minty, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Loose Leaf, Origin_Sri Lanka","REPLACE","2020-12-01 05:34:00 -0800","2025-09-25 10:30:53 -0700","Active","true","2020-12-01 05:33:59 -0800","web","","false","https://divineingredients.com/products/chocolate-mint-black-tea","-6","242","","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","best-seller-internal-use","","","","","","","","47496435826863","45460583317679","MERGE","Weight","500g","","","","","3","BT.Cocoant.500","","","500.0","g","52.08","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716696239","chocolate-mint-black-tea","MERGE","Chocolate Mint Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Digestive Health, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Floral, Flavor_Minty, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Loose Leaf, Origin_Sri Lanka","REPLACE","2020-12-01 05:34:00 -0800","2025-09-25 10:30:53 -0700","Active","true","2020-12-01 05:33:59 -0800","web","","false","https://divineingredients.com/products/chocolate-mint-black-tea","-6","243","","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","best-seller-internal-use","","","","","","","","47496435859631","45460583350447","MERGE","Weight","1kg","","","","","4","BT.Cocoant.1","","","1000.0","g","89.29","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716696239","chocolate-mint-black-tea","MERGE","Chocolate Mint Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Digestive Health, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Floral, Flavor_Minty, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Loose Leaf, Origin_Sri Lanka","REPLACE","2020-12-01 05:34:00 -0800","2025-09-25 10:30:53 -0700","Active","true","2020-12-01 05:33:59 -0800","web","","false","https://divineingredients.com/products/chocolate-mint-black-tea","-6","244","","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","best-seller-internal-use","","","","","","","","47496435892399","45460583383215","MERGE","Weight","5kg","","","","","5","BT.Cocoant.5","","","5000.0","g","390.63","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716696239","chocolate-mint-black-tea","MERGE","Chocolate Mint Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Digestive Health, Benefit_Energy, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Floral, Flavor_Minty, Flavor_Nutty, Flavor_Spicy, Flavor_Sweet, Format_Loose Leaf, Origin_Sri Lanka","REPLACE","2020-12-01 05:34:00 -0800","2025-09-25 10:30:53 -0700","Active","true","2020-12-01 05:33:59 -0800","web","","false","https://divineingredients.com/products/chocolate-mint-black-tea","-6","245","","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","best-seller-internal-use","","","","","","","","47496435925167","45460583415983","MERGE","Weight","25kg","","","","","6","BT.Cocoant.25","","","25000.0","g","1736.11","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716729007","divine-earl-grey-black-tea","MERGE","Divine Earl Grey Black Tea","<p>Reimagine the classic Earl Grey with a divine twist. This exquisite blend combines the bold, malty flavor of Organic Assam Black Tea with fragrant bergamot and delicate rose petals for a floral infusion that's smooth, refreshing, and perfectly balanced. Ideal for a calming afternoon tea or a bright start to your day, this specialty Earl Grey offers a sweet and uplifting experience with every sip.</p>
<p><strong>Taste Notes</strong></p>
<ul>
<li>Floral</li>
<li>Sweet</li>
<li>Refreshing</li>
</ul>
<p><strong>Ingredients</strong></p>
<ul>
<li>Organic Assam Black Tea</li>
<li>Organic Rose Petals</li>
<li>Natural Flavors</li>
</ul>
<p><strong>How to Use</strong></p>
<ul>
<li>1 tablespoon of loose-leaf tea per cup</li>
<li>Water Temperature: 212°F</li>
<li>Infuse for 5–6 minutes</li>
</ul>
<p><strong>The Divine Difference</strong><br>
Every batch is independently lab-tested for purity, potency, and safety. USDA Organic &amp; CCOF Certified. No synthetic additives, artificial colors, preservatives, fillers, or GMOs — ever.</p>","Divine Organic Ingredients","Black Tea","Benefit_Energy, Benefit_Relaxation, Benefit_Skin Health, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Floral, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_India","REPLACE","2020-12-01 05:34:02 -0800","2025-09-25 10:31:30 -0700","Active","true","2020-12-01 05:34:01 -0800","web","","false","https://divineingredients.com/products/divine-earl-grey-black-tea","-7","246","true","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","summer-collection, best-seller-internal-use","IMAGE","https://cdn.shopify.com/s/files/1/0506/6965/0095/products/BT.Diviney1.jpg?v=1750439459","MERGE","1","1024","683","Divine Earl Grey Black Tea","39852557041839","37759405228207","MERGE","Weight","100g","","","","","1","BT.Diviney.100","","","100.0","g","15.63","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","true","","","true","","","Earl Grey Black Tea | Earl Grey Bergamot Tea | Divine Ingredients","Discover our Organic Earl Grey Black Tea, a bold blend of Assam black tea, bergamot, and rose petals. Smooth, floral, and perfectly balanced—shop now!","","","","","","","","","","","","","","","","","","","","","","2073","","",""
"6127716729007","divine-earl-grey-black-tea","MERGE","Divine Earl Grey Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Energy, Benefit_Relaxation, Benefit_Skin Health, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Floral, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_India","REPLACE","2020-12-01 05:34:02 -0800","2025-09-25 10:31:30 -0700","Active","true","2020-12-01 05:34:01 -0800","web","","false","https://divineingredients.com/products/divine-earl-grey-black-tea","-7","247","","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","summer-collection, best-seller-internal-use","","","","","","","","47496435564719","45460583055535","MERGE","Weight","250g","","","","","2","BT.Diviney.250","","","250.0","g","31.25","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716729007","divine-earl-grey-black-tea","MERGE","Divine Earl Grey Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Energy, Benefit_Relaxation, Benefit_Skin Health, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Floral, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_India","REPLACE","2020-12-01 05:34:02 -0800","2025-09-25 10:31:30 -0700","Active","true","2020-12-01 05:34:01 -0800","web","","false","https://divineingredients.com/products/divine-earl-grey-black-tea","-7","248","","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","summer-collection, best-seller-internal-use","","","","","","","","47496435597487","45460583088303","MERGE","Weight","500g","","","","","3","BT.Diviney.500","","","500.0","g","52.08","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716729007","divine-earl-grey-black-tea","MERGE","Divine Earl Grey Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Energy, Benefit_Relaxation, Benefit_Skin Health, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Floral, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_India","REPLACE","2020-12-01 05:34:02 -0800","2025-09-25 10:31:30 -0700","Active","true","2020-12-01 05:34:01 -0800","web","","false","https://divineingredients.com/products/divine-earl-grey-black-tea","-7","249","","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","summer-collection, best-seller-internal-use","","","","","","","","47496435630255","45460583121071","MERGE","Weight","1kg","","","","","4","BT.Diviney.1","","","1000.0","g","89.29","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716729007","divine-earl-grey-black-tea","MERGE","Divine Earl Grey Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Energy, Benefit_Relaxation, Benefit_Skin Health, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Floral, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_India","REPLACE","2020-12-01 05:34:02 -0800","2025-09-25 10:31:30 -0700","Active","true","2020-12-01 05:34:01 -0800","web","","false","https://divineingredients.com/products/divine-earl-grey-black-tea","-7","250","","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","summer-collection, best-seller-internal-use","","","","","","","","47496435663023","45460583153839","MERGE","Weight","5kg","","","","","5","BT.Diviney.5","","","5000.0","g","390.63","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716729007","divine-earl-grey-black-tea","MERGE","Divine Earl Grey Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Energy, Benefit_Relaxation, Benefit_Skin Health, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Citrus, Flavor_Floral, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_India","REPLACE","2020-12-01 05:34:02 -0800","2025-09-25 10:31:30 -0700","Active","true","2020-12-01 05:34:01 -0800","web","","false","https://divineingredients.com/products/divine-earl-grey-black-tea","-7","251","","fb-1-14-2","Tea","Food, Beverages & Tobacco > Beverages > Tea & Infusions > Tea","black-tea, tea","summer-collection, best-seller-internal-use","","","","","","","","47496435695791","45460583186607","MERGE","Weight","25kg","","","","","6","BT.Diviney.25","","","25000.0","g","1736.11","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6127716794543","chinese-keemun-black-tea","MERGE","Chinese Keemun Black Tea","<div class=""flex max-w-full flex-col flex-grow"">
<div data-message-author-role=""assistant"" data-message-id=""254b8726-f046-477d-ac77-44b539a369c5"" dir=""auto"" class=""min-h-8 text-message flex w-full flex-col items-end gap-2 whitespace-normal break-words text-start [.text-message+&amp;]:mt-5"" data-message-model-slug=""o1"">
<div class=""flex w-full flex-col gap-1 empty:hidden first:pt-[3px]"">
<div class=""markdown prose w-full break-words dark:prose-invert dark"">
<p>Elevate your black tea ritual with our sustainably cultivated Keemun leaves, carefully twisted to release a lush, reddish-brown infusion. Unlike standard black teas, Keemun is renowned for its layered complexity—think subtle cocoa notes, a gentle fruity undertone, and a hint of floral sweetness. Smooth, toasty, and delightfully aromatic, this tea offers both depth and refinement in every cup.</p>
<p><strong>Taste Notes</strong></p>
<ul>
<li>Cocoa</li>
<li>Fruity</li>
<li>Toasty</li>
</ul>
<p><strong>Ingredients</strong></p>
<ul>
<li>100% Organic Chinese Keemun Black Tea</li>
</ul>
<p><strong>How to Use</strong></p>
<ul>
<li>1 tablespoon of loose-leaf tea per cup</li>
<li>Water Temperature: 212ºF</li>
<li>Infuse for 5–6 minutes</li>
</ul>
</div>
</div>
</div>
</div>
<p><strong>The Divine Difference</strong><br>
Every batch is independently lab-tested for purity, potency, and safety. USDA Organic &amp; CCOF Certified. No synthetic additives, artificial colors, preservatives, fillers, or GMOs — ever.</p>","Divine Organic Ingredients","Black Tea","Benefit_Energy, Benefit_Focus, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Floral, Flavor_Fruity, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_China","REPLACE","2020-12-01 05:34:05 -0800","2025-09-25 10:30:18 -0700","Active","true","2020-12-01 05:34:03 -0800","web","","false","https://divineingredients.com/products/chinese-keemun-black-tea","-1","252","true","na","Uncategorized","Uncategorized","black-tea, signature-tea, tea","best-seller-internal-use","IMAGE","https://cdn.shopify.com/s/files/1/0506/6965/0095/products/ST.Keemuck1.jpg?v=1750439458","MERGE","1","1024","683","Chinese Keemun Black Tea","47496435400879","45460582891695","MERGE","Weight","250g","","","","","1","BT.Keemuck.250","","","250.0","g","14.06","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","true","","","true","",""," Keemun Tea | Panda Tea | Keemun Hao Ya","Narrowly twisted black leaves that release a rich reddish brown color. Cultivated in farms in China, this black tea is known for its aromatic fragrances and toasty flavor.","","","","","","","","","","","","","","","","","","","","","","2073","","",""
"6127716794543","chinese-keemun-black-tea","MERGE","Chinese Keemun Black Tea","","Divine Organic Ingredients","Black Tea","Benefit_Energy, Benefit_Focus, Caffeine_High Caffeine, Category_Black Tea, Dietary_Dairy Free, Dietary_Gluten Free, Dietary_Non-GMO, Dietary_Nut Free, Dietary_Organic, Dietary_Sugar Free, Dietary_Vegan, Flavor_Chocolatey, Flavor_Floral, Flavor_Fruity, Flavor_Nutty, Flavor_Sweet, Format_Loose Leaf, Origin_China","REPLACE","2020-12-01 05:34:05 -0800","2025-09-25 10:30:18 -0700","Active","true","2020-12-01 05:34:03 -0800","web","","false","https://divineingredients.com/products/chinese-keemun-black-tea","-1","253","","na","Uncategorized","Uncategorized","black-tea, signature-tea, tea","best-seller-internal-use","","","","","","","","47496435433647","45460582924463","MERGE","Weight","500g","","","","","2","BT.Keemuck.500","","","500.0","g","23.44","","true","","","deny","manual","true","General profile","","","","","","","Stocked","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
